Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
22.6,25,433,837,0.004238231,present
22.6,25.02142857,433,841.1666667,0.004241889,present
22.6,25.04285714,433,845.3333333,0.004245546,present
22.6,25.1,433,854.75,0.0042553,present
22.6,25.1,428.3333333,850.3333333,0.0042553,present
22.6,25.08,424.6,845.4,0.004251886,present
22.6,25.16666667,433,854.3333333,0.00426668,present
22.6,25.06666667,428.3333333,849.3333333,0.00424961,absent
22.6,25.2,422.5,853,0.00427237,absent
22.6,25.2,423.6666667,853,0.00427237,absent
22.54,25.16,424.6,852,0.004249921,absent
22.54,25.16,427.4,853.6,0.004249921,absent
22.54,25.14,421.8,845.6,0.00424652,absent
22.525,25.1,426,834.25,0.004235829,absent
22.5,25.04,421.8,826.4,0.004219178,absent
22.5,25,419,819.6,0.004212392,absent
22.5,25,419,829.6,0.004212392,absent
22.5,25,419,824,0.004212392,absent
22.5,24.912,419,814.2,0.004197464,absent
22.5,24.89,419,813.5,0.004193733,absent
22.5,24.89,419,813.8,0.004193733,absent
22.5,24.89,419,811,0.004193733,absent
22.478,24.87,419,804.6,0.004184704,absent
22.456,24.83,419,807.8,0.004172308,absent
22.5,24.85666667,419,802.3333333,0.004188079,absent
22.4175,24.7475,419,796.75,0.004148566,absent
22.456,24.81,419,794.4,0.004168925,absent
22.39,24.7,419,790.6,0.004133586,absent
22.4175,24.7225,419,789.75,0.004144348,absent
22.39,24.7,419,782.2,0.004133586,absent
22.39,24.7225,419,772.25,0.004137377,present
22.39,24.71708333,419,772.925,0.004136464,present
22.39,24.71166667,419,773.6,0.004135552,present
22.39,24.625,419,773.75,0.004120952,present
22.39,24.754,416.2,771.8,0.004142684,present
22.39,24.912,418.6,782.8,0.004169303,present
22.39,25.245,415,796.5,0.004225413,present
22.39,25.0925,310.25,809,0.004199716,present
22.39,25,0,805.5,0.00418413,absent
22.35,24.978,0,791.4,0.004170196,absent
22.32333333,25,0,779.3333333,0.004167082,absent
22.365,24.9725,0,780.75,0.004173103,absent
22.315,24.89,0,781.75,0.004146508,absent
22.29,24.9175,0,781,0.004144767,absent
22.29,24.912,0,778.4,0.004143846,absent
22.26,24.85666667,0,769.3333333,0.004126988,absent
22.254,24.85,0,766.5,0.004124357,absent
22.23,24.79333333,0,763.25,0.004108841,absent
22.26,24.82333333,0,762.3333333,0.004121417,absent
22.2,24.79,0,761.5,0.004100737,absent
22.2,24.79,0,761,0.004100737,absent
22.2,24.736,0,757,0.004091746,absent
22.2,24.79,0,752.3333333,0.004100737,absent
22.13333333,24.7,0,748.6666667,0.004069084,absent
22.1,24.7,0,746.25,0.004060772,absent
22.15,24.7225,0,745.25,0.00407698,absent
22.1,24.7,0,740.6666667,0.004060772,absent
22.1,24.7,0,738,0.004060772,absent
22.13333333,24.7,0,732.6666667,0.004069084,absent
22.1,24.7,0,727,0.004060772,absent
22.1,24.675,0,716,0.004056635,absent
22.06666667,24.66666667,0,723.25,0.004046971,absent
22.06666667,24.66666667,0,718.3333333,0.004046971,absent
22,24.58,0,716.6,0.004016193,absent
21.978,24.6,0,714,0.004014056,absent
21.978,24.56,0,714.2,0.004007487,absent
21.945,24.6,0,715,0.00400593,absent
21.92666667,24.5,0,706.6666667,0.003985052,absent
21.89,24.5,0,706,0.003976085,absent
21.89,24.525,0,698.75,0.003980169,absent
21.89,24.5,0,692.5,0.003976085,absent
21.89,24.5,0,694.75,0.003976085,absent
21.815,24.4175,0,697.25,0.003944389,absent
21.82333333,24.46333333,0,692,0.003953865,absent
21.79,24.39,0,691,0.003933868,absent
21.79,24.39,0,689.75,0.003933868,absent
21.79,24.39,0,689,0.003933868,absent
21.7675,24.39,0,687,0.00392843,absent
21.7675,24.365,0,679.75,0.003924377,absent
21.754,24.35,0,668.4,0.003918692,absent
21.7,24.29,0,665.6666667,0.003896013,absent
21.7,24.29,0,664.75,0.003896013,absent
21.7,24.29,0,668,0.003896013,absent
21.7,24.29,0,661.25,0.003896013,absent
21.64,24.236,0,658.2,0.003872972,absent
21.6,24.2,0,656,0.003857673,absent
21.6,24.2,0,654.8,0.003857673,absent
21.6,24.2225,0,653.75,0.003861282,absent
21.5,24.26,0,650.3333333,0.003843552,absent
21.5,24.2,0,650.75,0.003833988,absent
21.55,24.2,0,648.25,0.003845814,absent
21.5,24.2,0,640.3333333,0.003833988,absent
21.5,24.2,0,638,0.003833988,absent
21.5,24.2,0,636.25,0.003833988,absent
21.5,24.2,0,636.3333333,0.003833988,absent
21.5,24.15,0,635.75,0.003826018,absent
21.5,24.175,0,635.5,0.003830003,absent
21.5,24.125,0,627.5,0.003822033,absent
21.5,24.15,0,626.25,0.003826018,absent
21.5,24.125,0,621.5,0.003822033,absent
21.5,24.1,0,621.75,0.003818048,absent
21.5,24.1,0,620.6666667,0.003818048,absent
21.5,24.1,0,617,0.003818048,absent
21.5,24.1,0,612.75,0.003818048,absent
21.4725,24.075,0,614.5,0.003807606,absent
21.39,24,0,617.3333333,0.003776419,absent
21.42666667,23.92666667,0,614.25,0.00377333,absent
21.39,23.9725,0,610.75,0.003772066,absent
21.39,23.9175,0,603,0.003763359,absent
21.39,23.945,0,603.5,0.003767713,absent
21.365,23.89,0,602,0.003753216,absent
21.32333333,24,0,605.6666667,0.003760925,absent
21.34,23.9725,0,604.5,0.003760453,absent
21.315,23.9725,0,599,0.003754659,absent
21.35666667,24,0,600,0.003768665,absent
21.39,23.9725,0,596.5,0.003772066,absent
21.315,23.89,0,597.5,0.00374166,absent
21.29,23.945,0,594,0.003744546,absent
21.29,23.9725,0,590.5,0.003748872,absent
21.29,23.89,0,586.6666667,0.003735893,absent
21.29,23.92666667,0,588,0.003741662,absent
21.29,23.89,0,585.5,0.003735893,absent
21.29,23.89,0,584.5,0.003735893,absent
21.254,23.85,0,587.2,0.003721325,absent
21.23,23.82333333,0,585,0.003711637,absent
21.218,23.81,0,579.4,0.0037068,absent
21.2,23.79,0,579.3333333,0.003699555,absent
21.2,23.79,0,581.6,0.003699555,absent
21.2,23.79,0,581.6666667,0.003699555,absent
21.2,23.79,0,577.5,0.003699555,absent
21.2,23.79,0,577.3333333,0.003699555,absent
21.2,23.7675,0,574.25,0.003696035,absent
21.2,23.745,0,569,0.003692515,absent
21.2,23.76,0,565.3333333,0.003694862,absent
21.2,23.7,0,561.4,0.003685476,absent
21.2,23.79,0,567.3333333,0.003699555,absent
21.175,23.7,0,565.3333333,0.003679792,absent
21.16666667,23.7,0,563.5,0.003677899,absent
21.125,23.675,0,559,0.003664554,absent
21.1,23.65,0,559.5,0.003655012,absent
21.125,23.65,0,550.5,0.003660661,absent
21.1,23.6,0,553,0.003647239,absent
21.13333333,23.6,0,552,0.003654757,absent
21.1,23.6,0,553.25,0.003647239,absent
21.1,23.6,0,545.75,0.003647239,absent
21.1,23.6,0,548,0.003647239,absent
21.1,23.6,0,547,0.003647239,absent
21.1,23.575,0,545.75,0.003643353,absent
21.1,23.53333333,0,544,0.003636876,absent
21.1,23.4725,0,545.5,0.00362742,absent
21.1,23.4725,0,547,0.00362742,absent
21.1,23.5,0,545.25,0.003631695,absent
21.1,23.5,0,541.25,0.003631695,absent
21.125,23.5,0,540.75,0.003637308,absent
21.1,23.5,0,533.3333333,0.003631695,absent
21.13333333,23.5,0,528,0.00363918,absent
21.1,23.3925,0,537.75,0.003614985,absent
21.1,23.4725,0,539.5,0.00362742,absent
21.1,23.5,0,535.25,0.003631695,absent
21.1,23.5,0,537.25,0.003631695,absent
21.1,23.5,0,535.25,0.003631695,absent
21.1,23.5,0,533.4,0.003631695,absent
21.1,23.5,0,524.5,0.003631695,absent
21.1,23.434,0,524.8,0.003621436,absent
21.1,23.39,0,522.6666667,0.003614596,absent
21.1,23.39,0,521,0.003614596,absent
21.125,23.39,0,519.75,0.003620183,absent
21.1,23.39,0,523,0.003614596,absent
21.1,23.39,0,523,0.003614596,absent
21.1,23.39,0,519,0.003614596,absent
21.1,23.365,0,519.5,0.003610711,absent
21.1,23.39,0,519.75,0.003614596,absent
21.1,23.365,0,520,0.003610711,absent
21.1,23.33,0,524.6,0.003605271,absent
21.075,23.315,0,520.25,0.003597378,absent
21.075,23.34,0,519,0.003601258,absent
21.1,23.29,0,523.2,0.003599053,absent
21.03333333,23.29,0,517.6666667,0.003584258,absent
21.02,23.29,0,514.2,0.003581305,absent
21.025,23.29,0,516.5,0.003582412,absent
21,23.29,0,521,0.00357688,absent
21,23.29,0,520,0.00357688,absent
21,23.254,0,517.8,0.00357132,absent
21,23.26,0,514.3333333,0.003572246,absent
21,23.2675,0,516.75,0.003573405,absent
21,23.29,0,520.75,0.00357688,absent
21,23.29,0,519.3333333,0.00357688,absent
21,23.29,0,519,0.00357688,absent
21,23.29,0,509.75,0.00357688,absent
21,23.29,0,508.5,0.00357688,absent
20.9725,23.29,0,504.5,0.003570804,absent
21,23.29,0,506.5,0.00357688,absent
20.9725,23.29,0,509,0.003570804,absent
20.96333333,23.29,0,507.25,0.00356878,absent
21,23.29,0,509.3333333,0.00357688,absent
20.89,23.2,0,509.6666667,0.003538822,absent
20.89,23.245,0,508.25,0.003545725,absent
20.89,23.2225,0,510.25,0.003542274,absent
20.89,23.254,0,504,0.003547106,absent
20.89,23.26,0,499.3333333,0.003548027,absent
20.89,23.2225,0,495,0.003542274,absent
20.89,23.2,0,496.25,0.003538822,absent
20.89,23.2,0,494.75,0.003538822,absent
20.89,23.2,0,492.5,0.003538822,absent
20.89,23.2,0,494.25,0.003538822,absent
20.89,23.2,0,492.3333333,0.003538822,absent
20.89,23.125,0,493.75,0.003527317,absent
20.89,23.125,0,484.75,0.003527317,absent
20.89,23.1,0,489.25,0.003523482,absent
20.89,23.1,0,494.5,0.003523482,absent
20.89,23.1,0,495.6666667,0.003523482,absent
20.89,23.1,0,501.5,0.003523482,absent
20.89,23.1,0,499.6666667,0.003523482,absent
20.89,23.1,0,492.5,0.003523482,absent
20.89,23.1,0,494.25,0.003523482,absent
20.89,23.1,0,494,0.003523482,absent
20.9725,23.1,0,489.25,0.003541507,absent
20.9175,23.1,0,490,0.003529482,absent
20.89,23.1,0,495.5,0.003523482,absent
20.89,23.05,0,498,0.003515813,absent
20.89,23.05,0,495,0.003515813,absent
20.912,23,0,490.2,0.003512921,absent
20.92666667,23,0,492.3333333,0.003516109,absent
20.89,23,0,491.6666667,0.003508143,absent
20.89,22.956,0,488,0.003501394,absent
20.934,22.934,0,488,0.003507553,absent
20.89,23,0,485,0.003508143,absent
20.89,23,0,490,0.003508143,absent
20.9175,22.9725,0,489.5,0.003509891,absent
20.89,22.945,0,485.25,0.003499707,absent
20.89,22.89,0,485.6666667,0.003491271,absent
20.9175,22.945,0,485,0.003505665,absent
20.89,22.956,0,485.2,0.003501394,absent
20.945,22.89,0,484,0.003503168,absent
20.89,22.9175,0,483,0.003495489,absent
20.89,22.89,0,481,0.003491271,absent
20.89,22.89,0,476.5,0.003491271,absent
20.89,22.89,0,475,0.003491271,absent
20.89,22.89,0,476,0.003491271,absent
20.89,22.89,0,478.5,0.003491271,absent
20.89,22.89,0,481,0.003491271,absent
20.89,22.89,0,483,0.003491271,absent
20.85666667,22.85666667,0,480.25,0.003478976,absent
20.89,22.89,0,480.25,0.003491271,absent
20.89,22.865,0,470.75,0.003487436,absent
20.89,22.89,0,474.75,0.003491271,absent
20.89,22.865,0,482.25,0.003487436,absent
20.89,22.89,0,480.3333333,0.003491271,absent
20.89,22.89,0,480,0.003491271,absent
20.89,22.84,0,481.5,0.003483602,absent
20.89,22.84,0,483.5,0.003483602,absent
20.89,22.79,0,475.6,0.003475933,absent
20.89,22.76,0,475.3333333,0.003471332,absent
20.89,22.815,0,477.6666667,0.003479768,absent
20.89,22.79,0,475.75,0.003475933,absent
20.89,22.79,0,479.1666667,0.003475933,absent
20.865,22.7675,0,475,0.003467115,absent
20.865,22.7675,0,474,0.003467115,absent
20.89,22.79,0,477.3333333,0.003475933,absent
20.89,22.79,0,473,0.003475933,absent
20.89,22.7675,0,470,0.003472482,absent
20.865,22.675,0,468.75,0.003452951,absent
20.87,22.718,0,471.4,0.003460606,absent
20.89,22.7,0,471,0.00346213,absent
20.89,22.7,0,468,0.00346213,absent
20.85,22.678,0,468.6,0.003450207,absent
20.81,22.62,0,467.4,0.003432825,absent
20.79,22.6,0,469,0.003425529,absent
20.79,22.65,0,471.25,0.00343315,absent
20.82333333,22.73,0,470.6666667,0.003452459,absent
20.79,22.6,0,466.75,0.003425529,absent
20.79,22.64,0,466.8,0.003431626,absent
20.79,22.7,0,468.75,0.003440771,absent
20.79,22.65,0,467.5,0.00343315,absent
20.79,22.63333333,0,469.6666667,0.00343061,absent
20.79,22.7,0,469.75,0.003440771,absent
20.79,22.6,0,469.75,0.003425529,absent
20.79,22.6,0,467.25,0.003425529,absent
20.772,22.6,0,461.4,0.003421714,absent
20.79,22.6,0,469.25,0.003425529,absent
20.79,22.625,0,468,0.00342934,absent
20.73,22.6,0,469,0.003412826,absent
20.79,22.6,0,467.25,0.003425529,absent
20.79,22.6,0,467.4,0.003425529,absent
20.79,22.6,0,467.6666667,0.003425529,absent
20.745,22.6,0,471.5,0.003415998,absent
20.76,22.6,0,471.6666667,0.003419173,absent
20.7225,22.6,0,464.75,0.003411242,absent
20.7225,22.6,0,461.75,0.003411242,absent
20.7225,22.6,0,458.5,0.003411242,absent
20.745,22.55,0,459.5,0.003408399,absent
20.7225,22.55,0,460.5,0.003403653,absent
20.76,22.56666667,0,465.3333333,0.003414102,absent
20.7225,22.5,0,465,0.003396065,absent
20.7225,22.5,0,459,0.003396065,absent
20.7675,22.5,0,463,0.003405542,absent
20.745,22.5,0,460.75,0.003400801,absent
20.7,22.5,0,461.5,0.003391335,absent
20.7,22.5,0,466,0.003391335,absent
20.7675,22.5,0,460.25,0.003405542,absent
20.718,22.52,0,457.4,0.003398153,absent
20.7,22.5,0,464.6,0.003391335,absent
20.73,22.5,0,464.3333333,0.003397643,absent
20.7,22.5,0,459.3333333,0.003391335,absent
20.7,22.5,0,459.75,0.003391335,absent
20.7225,22.5,0,459.25,0.003396065,absent
20.7,22.5,0,463,0.003391335,absent
20.7225,22.445,0,461.5,0.003387718,absent
20.7,22.5,0,454.5,0.003391335,absent
20.7,22.5,0,458.3333333,0.003391335,absent
20.718,22.5,0,463,0.003395119,absent
20.7,22.5,0,463.75,0.003391335,absent
20.7,22.456,0,460.6,0.003384667,absent
20.7,22.5,0,455.25,0.003391335,absent
20.7,22.5,0,455.6666667,0.003391335,absent
20.7,22.5,0,456.25,0.003391335,absent
20.7,22.42666667,0,459.6666667,0.003380222,absent
20.7,22.5,0,462,0.003391335,absent
20.7225,22.4725,0,460.25,0.003391892,absent
20.718,22.434,0,462,0.003385105,absent
20.73,22.39,0,461,0.003380942,absent
20.7,22.39,0,461.6666667,0.003374666,absent
20.745,22.39,0,460.25,0.003384084,absent
20.7225,22.365,0,456.25,0.003375578,absent
20.745,22.39,0,457.5,0.003384084,absent
20.772,22.37,0,455.8,0.003386702,absent
20.76,22.39,0,455,0.003387229,absent
20.7675,22.365,0,451.25,0.003384998,absent
20.745,22.39,0,453.75,0.003384084,absent
20.736,22.39,0,456.2,0.003382199,absent
20.73,22.35666667,0,453.6666667,0.003375881,absent
20.7,22.34,0,452.75,0.003367089,absent
20.76,22.35666667,0,454,0.003382159,absent
20.745,22.39,0,452.5,0.003384084,absent
20.73,22.39,0,456,0.003380942,absent
20.745,22.34,0,451.5,0.003376486,absent
20.7,22.37,0,449.8,0.003371635,absent
20.7,22.365,0,449.25,0.003370877,absent
20.7,22.365,0,452.25,0.003370877,absent
20.7225,22.34,0,451.25,0.003371784,absent
20.7,22.34,0,453,0.003367089,absent
20.7,22.39,0,453.25,0.003374666,absent
20.7,22.315,0,456.6666667,0.0033633,absent
20.7,22.29,0,455.75,0.003359512,absent
20.7,22.365,0,458,0.003370877,absent
20.7,22.34,0,458.75,0.003367089,absent
20.7,22.29,0,455.5,0.003359512,absent
20.7,22.29,0,455,0.003359512,absent
20.7,22.29,0,453.3333333,0.003359512,absent
20.7,22.33,0,454.6,0.003365573,absent
20.7,22.29,0,457.5,0.003359512,absent
20.7,22.29,0,449.6666667,0.003359512,absent
20.7,22.29,0,452,0.003359512,absent
20.7,22.29,0,453.5,0.003359512,absent
20.7,22.29,0,452,0.003359512,absent
20.7,22.29,0,450.6,0.003359512,absent
20.7,22.29,0,450.6666667,0.003359512,absent
20.7,22.29,0,451,0.003359512,absent
20.7,22.29,0,454.5,0.003359512,absent
20.7,22.29,0,457.25,0.003359512,absent
20.7,22.315,0,456,0.0033633,absent
20.675,22.29,0,456.5,0.003354313,absent
20.675,22.29,0,453.5,0.003354313,absent
20.7,22.29,0,454.25,0.003359512,absent
20.675,22.22,0,454,0.003343722,absent
20.675,22.2675,0,451,0.003350909,absent
20.66666667,22.26,0,450.25,0.003348045,absent
20.625,22.2225,0,449.75,0.003333756,absent
20.675,22.2675,0,452,0.003350909,absent
20.65,22.245,0,452.5,0.003342324,absent
20.64,22.236,0,454,0.003338894,absent
20.63333333,22.26,0,453,0.003341137,absent
20.7,22.29,0,454,0.003359512,absent
20.675,22.2675,0,450,0.003350909,absent
20.625,22.245,0,451.75,0.003337149,absent
20.675,22.2675,0,450.25,0.003350909,absent
20.625,22.2225,0,445,0.003333756,absent
20.65,22.2675,0,446.25,0.003345722,absent
20.66666667,22.26,0,450.6666667,0.003348045,absent
20.64,22.236,0,453.6,0.003338894,absent
20.63333333,22.23,0,450.3333333,0.00333661,absent
20.65,22.245,0,445.5,0.003342324,absent
20.65,22.245,0,443,0.003342324,absent
20.65,22.245,0,449.25,0.003342324,absent
20.63333333,22.23,0,454.6666667,0.00333661,absent
20.65,22.245,0,449,0.003342324,absent
20.625,22.2225,0,448.5,0.003333756,absent
20.6,22.2,0,449.6,0.003325206,absent
20.6,22.2,0,454,0.003325206,absent
20.6,22.2225,0,451.25,0.003328594,absent
20.6,22.2,0,449.3333333,0.003325206,absent
20.6,22.2,0,446,0.003325206,absent
20.6,22.2225,0,445.75,0.003328594,absent
20.6,22.2,0,451.5,0.003325206,absent
20.6,22.2,0,455.25,0.003325206,absent
20.6,22.2,0,455.25,0.003325206,absent
20.63333333,22.23,0,451.6666667,0.00333661,absent
20.6,22.2,0,451,0.003325206,absent
20.6,22.2,0,448.75,0.003325206,absent
20.6,22.2,0,445.75,0.003325206,absent
20.6,22.2,0,444.75,0.003325206,absent
20.6,22.2,0,446.3333333,0.003325206,absent
20.6,22.2,0,450,0.003325206,absent
20.575,22.2225,0,446.5,0.003323439,absent
20.6,22.2225,0,446.5,0.003328594,absent
20.575,22.2675,0,447.75,0.003330205,absent
20.58,22.254,0,449.6,0.003329207,absent
20.6,22.23,0,451.6666667,0.003329723,absent
20.6,22.26,0,450,0.003334241,absent
20.6,22.2,0,449.25,0.003325206,absent
20.575,22.2,0,449.75,0.003320056,absent
20.55,22.2675,0,453.75,0.003325047,absent
20.6,22.2,0,453,0.003325206,absent
