Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
22.29,27.39,0,621.5,0.004559056,absent
22.29,27.35666667,0,616.3333333,0.004553467,absent
22.29,27.34,0,609,0.004550673,absent
22.29,27.39,0,614,0.004559056,absent
22.29,27.34,0,613.5,0.004550673,absent
22.29,27.34,0,611,0.004550673,absent
22.29,27.39,0,612,0.004559056,absent
22.29,27.29,0,608,0.00454229,absent
22.29,27.29,0,605.5,0.00454229,absent
22.2675,27.315,0,608.5,0.004540214,absent
22.2,27.29,0,608.5,0.004517288,absent
22.245,27.29,0,602.5,0.004529774,absent
22.2,27.29,0,598,0.004517288,absent
22.2,27.29,0,595,0.004517288,absent
22.2,27.29,0,591,0.004517288,absent
22.245,27.245,0,591,0.00452225,absent
22.2,27.2,0,595,0.004502283,absent
22.2,27.29,0,594.3333333,0.004517288,absent
22.2,27.29,0,593.5,0.004517288,absent
22.2,27.29,0,592,0.004517288,absent
22.15,27.245,0,586.5,0.004495971,absent
22.2,27.2,0,586,0.004502283,absent
22.15,27.245,0,586,0.004495971,absent
22.2,27.245,0,584.5,0.004509785,absent
22.1,27.245,0,584.5,0.004482195,absent
22.1,27.2,0,585.5,0.004474738,absent
22.13333333,27.2,0,584.6666667,0.004483903,absent
22.2,27.2,0,577,0.004502283,absent
22.1,27.2,0,580,0.004474738,absent
22.125,27.2,0,582,0.00448161,absent
22.2,27.2,0,580,0.004502283,absent
22.1,27.15,0,578,0.004466454,absent
22.1,27.2,0,576.5,0.004474738,absent
22.1,27.2,0,580,0.004474738,absent
22.1,27.2,0,572.5,0.004474738,absent
22.1,27.2,0,567,0.004474738,absent
22.1,27.2,0,568,0.004474738,absent
22.1,27.2,0,574.5,0.004474738,absent
22.1,27.2,0,564.3333333,0.004474738,absent
22.1,27.2,0,563,0.004474738,absent
22.1,27.15,0,564.5,0.004466454,absent
22.06666667,27.16666667,0,566.3333333,0.004460078,absent
22.1,27.1,0,562,0.004458169,absent
22,27.1,0,565.5,0.004430876,absent
22,27.1,0,570,0.004430876,absent
22.05,27.15,0,562,0.004452763,absent
22,27.1,0,560,0.004430876,absent
22,27.1,0,558,0.004430876,absent
22,27.1,0,556,0.004430876,absent
22,27.1,0,557,0.004430876,absent
21.9175,27.1,0,556.5,0.004408469,absent
21.945,27.1,0,557.5,0.004415927,absent
21.92666667,27.1,0,555,0.004410954,absent
21.89,27.1,0,555,0.004401023,absent
21.89,27.1,0,553,0.004401023,absent
21.89,27.1,0,549.5,0.004401023,absent
21.89,27.1,0,548.5,0.004401023,absent
21.89,27.1,0,551.5,0.004401023,absent
21.89,27.1,0,548.5,0.004401023,absent
21.89,27.1,0,548,0.004401023,absent
21.89,27.1,0,547.5,0.004401023,absent
21.89,27.1,0,553,0.004401023,absent
21.84,27.1,0,547.5,0.004387512,absent
21.85666667,27.1,0,548.6666667,0.004392012,absent
21.79,27.1,0,540,0.004374038,absent
21.79,27.1,0,538,0.004374038,absent
21.79,27.1,0,542,0.004374038,absent
21.79,27.1,0,542,0.004374038,absent
21.79,27.1,0,538,0.004374038,absent
21.79,27.1,0,537.6666667,0.004374038,absent
21.79,27.1,0,537.5,0.004374038,absent
21.79,27.1,0,536,0.004374038,absent
21.745,27.1,0,534.5,0.004361943,absent
21.7,27.1,0,532.5,0.004349877,absent
21.76,27.1,0,530,0.004365971,absent
21.745,27.05,0,529.5,0.004353839,absent
21.79,27.05,0,531,0.004365912,absent
21.73,27,0,533.3333333,0.004341725,absent
21.745,27,0,531,0.004345735,absent
21.745,27,0,529,0.004345735,absent
21.745,27,0,528.5,0.004345735,absent
21.7,27,0,525,0.004333714,absent
21.7,27,0,528.5,0.004333714,absent
21.7,27,0,530.5,0.004333714,absent
21.7,26.89,0,528,0.004315936,absent
21.7,26.89,0,526,0.004315936,absent
21.7,26.89,0,530,0.004315936,absent
21.7,26.89,0,533.3333333,0.004315936,absent
21.7,26.89,0,529,0.004315936,absent
21.7,26.89,0,528,0.004315936,absent
21.7,26.89,0,526,0.004315936,absent
21.7,26.89,0,526,0.004315936,absent
21.7,26.79,0,521,0.004299774,absent
21.7,26.79,0,518,0.004299774,absent
21.7,26.79,0,515.5,0.004299774,absent
21.7,26.79,0,520,0.004299774,absent
21.7,26.7675,0,523.5,0.004296138,absent
21.7,26.79,0,525.5,0.004299774,absent
21.7,26.79,0,525.5,0.004299774,absent
21.7,26.79,0,514,0.004299774,absent
21.7,26.7,0,518,0.00428523,absent
21.7,26.7,0,518,0.00428523,absent
21.7,26.7,0,520,0.00428523,absent
21.6,26.7,0,521,0.004258922,absent
21.6,26.6,0,518,0.004242862,absent
21.6,26.65,0,517,0.004250892,absent
21.6,26.6,0,511.5,0.004242862,absent
21.65,26.65,0,514,0.004264003,absent
21.6,26.55,0,515.5,0.004234832,absent
21.6,26.5,0,517,0.004226803,absent
21.6,26.5,0,515,0.004226803,absent
21.6,26.5,0,512,0.004226803,absent
21.6,26.5,0,515,0.004226803,absent
21.65,26.55,0,511,0.004247894,absent
21.6,26.5,0,514,0.004226803,absent
21.6,26.445,0,508,0.004217971,absent
21.6,26.4725,0,509.75,0.004222387,absent
21.6,26.445,0,508.75,0.004217971,absent
21.6,26.445,0,508.5,0.004217971,absent
21.6,26.39,0,507,0.004209139,absent
21.6,26.39,0,507,0.004209139,absent
21.6,26.39,0,503.5,0.004209139,absent
21.6,26.39,0,504,0.004209139,absent
21.6,26.39,0,504,0.004209139,absent
21.575,26.315,0,500.5,0.004190637,absent
21.6,26.29,0,500,0.004193082,absent
21.6,26.29,0,503.5,0.004193082,absent
21.55,26.245,0,503,0.004172982,absent
21.55,26.245,0,502.5,0.004172982,absent
21.5,26.2,0,502,0.004152962,absent
21.56666667,26.2,0,502,0.004170059,absent
21.5,26.2,0,502.5,0.004152962,absent
21.5,26.2,0,497,0.004152962,absent
21.5,26.15,0,501.5,0.004144984,absent
21.5,26.15,0,504,0.004144984,absent
21.5,26.1,0,501,0.004137006,absent
21.5,26.1,0,493.75,0.004137006,absent
21.5,26.1,0,500,0.004137006,absent
21.5,26.1,0,504.5,0.004137006,absent
21.5,26.05,0,504,0.004129028,absent
21.5,26.1,0,501,0.004137006,absent
21.5,26,0,499,0.00412105,absent
21.5,26,0,502,0.00412105,absent
21.5,26,0,503.5,0.00412105,absent
21.5,26,0,500.6666667,0.00412105,absent
21.5,26,0,493,0.00412105,absent
21.5,26,0,492.5,0.00412105,absent
21.5,26,0,493,0.00412105,absent
21.5,25.89,0,495.5,0.0041035,absent
21.5,26,0,492.6666667,0.00412105,absent
21.5,26,0,490,0.00412105,absent
21.5,25.92666667,0,493,0.00410935,absent
21.5,25.89,0,494.6666667,0.0041035,absent
21.5,25.89,0,496,0.0041035,absent
21.5,25.89,0,491,0.0041035,absent
21.5,25.84,0,490.5,0.004095523,absent
21.5,25.84,0,490,0.004095523,absent
21.5,25.89,0,491,0.0041035,absent
21.5,25.89,0,491.6666667,0.0041035,absent
21.5,25.89,0,493.5,0.0041035,absent
21.4725,25.865,0,493.75,0.004092568,absent
21.5,25.84,0,490,0.004095523,absent
21.5,25.79,0,488,0.004087546,absent
21.5,25.79,0,490,0.004087546,absent
21.5,25.79,0,487,0.004087546,absent
21.445,25.745,0,492.5,0.004066556,absent
21.445,25.745,0,493.5,0.004066556,absent
21.46333333,25.76,0,493.3333333,0.004073542,absent
21.445,25.745,0,488,0.004066556,absent
21.5,25.79,0,487.5,0.004087546,absent
21.42666667,25.73,0,485.3333333,0.004059579,absent
21.39,25.7,0,484,0.004045656,absent
21.39,25.7,0,489,0.004045656,absent
21.445,25.745,0,488,0.004066556,absent
21.5,25.79,0,493,0.004087546,absent
21.39,25.7,0,491,0.004045656,absent
21.445,25.745,0,488,0.004066556,absent
21.445,25.745,0,487.25,0.004066556,absent
21.39,25.7,0,489,0.004045656,absent
21.5,25.79,0,489,0.004087546,absent
21.39,25.7,0,486,0.004045656,absent
21.42666667,25.73,0,484.6666667,0.004059579,absent
21.39,25.7,0,485,0.004045656,absent
21.39,25.7,0,487,0.004045656,absent
21.39,25.7,0,492,0.004045656,absent
21.39,25.7,0,490.6666667,0.004045656,absent
21.39,25.7,0,488,0.004045656,absent
21.39,25.7,0,485.5,0.004045656,absent
21.39,25.7,0,486,0.004045656,absent
21.39,25.7,0,485.5,0.004045656,absent
21.39,25.7,0,486,0.004045656,absent
21.39,25.7,0,480,0.004045656,absent
21.39,25.7,0,481,0.004045656,absent
21.39,25.7,0,481.6666667,0.004045656,absent
21.39,25.7,0,485.5,0.004045656,absent
21.39,25.7,0,485,0.004045656,absent
21.39,25.7,0,473,0.004045656,absent
21.39,25.7,0,475,0.004045656,absent
21.39,25.7,0,486,0.004045656,absent
21.39,25.7,0,481.5,0.004045656,absent
21.39,25.7,0,483,0.004045656,absent
21.39,25.7,0,479,0.004045656,absent
21.39,25.7,0,479,0.004045656,absent
21.39,25.7,0,479,0.004045656,absent
21.34,25.7,0,479,0.004033195,absent
21.39,25.7,0,479,0.004045656,absent
21.39,25.7,0,477,0.004045656,absent
21.39,25.7,0,477.5,0.004045656,absent
21.29,25.7,0,477.5,0.004020769,absent
21.34,25.7,0,480,0.004033195,absent
21.29,25.7,0,480,0.004020769,absent
21.34,25.7,0,482,0.004033195,absent
21.32333333,25.7,0,480.3333333,0.004029049,absent
21.34,25.7,0,477.5,0.004033195,absent
21.29,25.7,0,476,0.004020769,absent
21.39,25.7,0,479,0.004045656,absent
21.39,25.7,0,471,0.004045656,absent
21.29,25.7,0,474,0.004020769,absent
21.29,25.7,0,477.5,0.004020769,absent
21.34,25.7,0,476,0.004033195,absent
21.29,25.7,0,474.25,0.004020769,absent
21.39,25.7,0,475,0.004045656,absent
21.29,25.7,0,476.5,0.004020769,absent
21.34,25.7,0,474.5,0.004033195,absent
21.29,25.7,0,478,0.004020769,absent
21.29,25.7,0,475.3333333,0.004020769,absent
21.29,25.7,0,477,0.004020769,absent
21.29,25.7,0,475.5,0.004020769,absent
21.29,25.7,0,477.5,0.004020769,absent
21.29,25.7,0,477.5,0.004020769,absent
21.29,25.7,0,478,0.004020769,absent
21.29,25.7,0,473.5,0.004020769,absent
21.29,25.7,0,472.5,0.004020769,absent
21.29,25.7,0,472,0.004020769,absent
21.29,25.7,0,469.5,0.004020769,absent
21.29,25.7,0,466.6666667,0.004020769,absent
21.29,25.7,0,467,0.004020769,absent
21.29,25.7,0,469.5,0.004020769,absent
21.2,25.6,0,469,0.003982828,absent
21.29,25.7,0,471,0.004020769,absent
21.29,25.7,0,469,0.004020769,absent
21.26,25.66666667,0,467.3333333,0.00400809,absent
21.245,25.65,0,471.5,0.004001763,absent
21.23,25.63333333,0,471.6666667,0.003995443,absent
21.29,25.7,0,475,0.004020769,absent
21.2,25.6,0,471,0.003982828,absent
21.2,25.6,0,471,0.003982828,absent
21.245,25.65,0,471,0.004001763,absent
21.245,25.65,0,474.5,0.004001763,absent
21.2,25.6,0,475.5,0.003982828,absent
21.2,25.6,0,474,0.003982828,absent
21.2,25.6,0,469,0.003982828,absent
21.2,25.6,0,474,0.003982828,absent
21.2,25.6,0,474,0.003982828,absent
21.2,25.6,0,468.5,0.003982828,absent
21.2,25.6,0,469.5,0.003982828,absent
21.2,25.6,0,472.5,0.003982828,absent
21.2,25.6,0,467.5,0.003982828,absent
21.2,25.6,0,469,0.003982828,absent
21.2,25.55,0,466.5,0.003974999,absent
21.2,25.5,0,469.5,0.003967171,absent
21.2,25.5,0,469,0.003967171,absent
21.2,25.5,0,467,0.003967171,absent
21.2,25.5,0,467.3333333,0.003967171,absent
21.2,25.5,0,467,0.003967171,absent
21.2,25.5,0,464.5,0.003967171,absent
21.2,25.445,0,466,0.00395856,absent
21.2,25.5,0,473,0.003967171,absent
21.2,25.39,0,475,0.003949949,absent
21.2,25.39,0,471,0.003949949,absent
21.2,25.39,0,470,0.003949949,absent
21.2,25.39,0,466.25,0.003949949,absent
21.2,25.39,0,467,0.003949949,absent
21.2,25.39,0,473,0.003949949,absent
21.2,25.39,0,468,0.003949949,absent
21.2,25.39,0,463,0.003949949,absent
21.2,25.39,0,466,0.003949949,absent
21.2,25.39,0,467,0.003949949,absent
21.2,25.29,0,468,0.003934293,absent
21.2,25.39,0,468,0.003949949,absent
21.2,25.29,0,468,0.003934293,absent
21.2,25.34,0,465.5,0.003942121,absent
21.2,25.39,0,464,0.003949949,absent
21.2,25.34,0,464.5,0.003942121,absent
21.2,25.29,0,465.6666667,0.003934293,absent
21.2,25.365,0,465.75,0.003946035,absent
21.2,25.39,0,464,0.003949949,absent
21.2,25.39,0,467,0.003949949,absent
21.15,25.39,0,466.5,0.003937767,absent
21.2,25.39,0,465,0.003949949,absent
21.2,25.39,0,462,0.003949949,absent
21.2,25.39,0,459.6666667,0.003949949,absent
21.2,25.29,0,458,0.003934293,absent
21.2,25.34,0,462.5,0.003942121,absent
21.2,25.29,0,467,0.003934293,absent
21.2,25.29,0,466.5,0.003934293,absent
21.2,25.29,0,463,0.003934293,absent
21.2,25.29,0,465,0.003934293,absent
21.2,25.29,0,463.25,0.003934293,absent
21.2,25.29,0,460,0.003934293,absent
21.2,25.29,0,457,0.003934293,absent
21.2,25.29,0,456,0.003934293,absent
21.245,25.245,0,454,0.003938177,absent
21.23,25.23,0,454,0.003932179,absent
21.29,25.29,0,458,0.003956216,absent
21.2,25.2,0,456,0.003920204,absent
21.245,25.245,0,456.5,0.003938177,absent
21.245,25.245,0,458.5,0.003938177,absent
21.26,25.26,0,459.6666667,0.003944183,absent
21.245,25.245,0,464,0.003938177,absent
21.245,25.2,0,465,0.003931113,absent
21.29,25.2,0,461,0.003942048,absent
21.245,25.2,0,458.5,0.003931113,absent
21.29,25.2,0,459,0.003942048,absent
21.29,25.2,0,451,0.003942048,absent
21.29,25.2,0,456,0.003942048,absent
21.29,25.2,0,463,0.003942048,absent
21.29,25.2,0,461.6666667,0.003942048,absent
21.29,25.2,0,458,0.003942048,absent
21.29,25.2,0,450,0.003942048,absent
21.29,25.2,0,457,0.003942048,absent
21.29,25.2,0,456,0.003942048,absent
21.29,25.2,0,456,0.003942048,absent
21.29,25.2,0,461,0.003942048,absent
21.29,25.2,0,463,0.003942048,absent
21.29,25.2,0,460,0.003942048,absent
21.29,25.2,0,456,0.003942048,absent
21.29,25.2,0,454.5,0.003942048,absent
21.29,25.2,0,448.5,0.003942048,absent
21.29,25.2,0,453.5,0.003942048,absent
21.29,25.2,0,454,0.003942048,absent
21.29,25.2,0,454,0.003942048,absent
21.29,25.245,0,450.5,0.003949132,absent
21.29,25.245,0,453,0.003949132,absent
21.2,25.2,0,457,0.003920204,absent
21.2,25.2,0,452.5,0.003920204,absent
21.2,25.2,0,449,0.003920204,absent
21.2,25.2,0,458.6666667,0.003920204,absent
21.2,25.2,0,454.5,0.003920204,absent
21.2,25.245,0,455.5,0.003927249,absent
21.2,25.245,0,453.5,0.003927249,absent
21.2,25.29,0,452,0.003934293,absent
21.2,25.29,0,451.5,0.003934293,absent
21.2,25.29,0,451,0.003934293,absent
21.16666667,25.35666667,0,450.3333333,0.003936616,absent
21.16666667,25.39,0,450,0.003941824,absent
21.15,25.39,0,453.5,0.003937767,absent
21.1,25.39,0,454,0.003925619,absent
21.15,25.39,0,452.5,0.003937767,absent
21.1,25.39,0,454,0.003925619,absent
21.1,25.39,0,457,0.003925619,absent
21.1,25.46333333,0,450.3333333,0.003937029,absent
21.1,25.5,0,451,0.003942734,absent
21.1,25.5,0,451,0.003942734,absent
21.05,25.445,0,449,0.003922035,absent
21.1,25.5,0,449,0.003942734,absent
21.05,25.445,0,450,0.003922035,absent
21.05,25.445,0,449,0.003922035,absent
21.1,25.5,0,445,0.003942734,absent
21,25.39,0,443,0.003901421,absent
21.1,25.5,0,446.5,0.003942734,absent
21.1,25.5,0,446,0.003942734,absent
21.1,25.5,0,451.5,0.003942734,absent
21.1,25.39,0,445,0.003925619,absent
21.1,25.39,0,449,0.003925619,absent
21.1,25.39,0,451.6666667,0.003925619,absent
21.1,25.39,0,452,0.003925619,absent
21.1,25.39,0,451,0.003925619,absent
21.05,25.34,0,450,0.003905749,absent
21.1,25.39,0,450,0.003925619,absent
21.1,25.39,0,448,0.003925619,absent
21.1,25.39,0,450.6666667,0.003925619,absent
21.1,25.39,0,450,0.003925619,absent
21.15,25.39,0,446,0.003937767,absent
21.1,25.39,0,444,0.003925619,absent
21.125,25.39,0,447.5,0.003931689,absent
21.13333333,25.39,0,443.3333333,0.003933714,absent
21.1,25.34,0,443.5,0.00391784,absent
21.1,25.34,0,444,0.00391784,absent
21.15,25.34,0,449,0.003929964,absent
21.2,25.29,0,449.3333333,0.003934293,absent
21.15,25.29,0,448,0.003922161,absent
21.15,25.245,0,449.5,0.003915138,absent
21.2,25.245,0,450,0.003927249,absent
21.2,25.2,0,447,0.003920204,absent
21.2,25.2,0,446,0.003920204,absent
21.13333333,25.2,0,443,0.003904093,absent
21.16666667,25.2,0,444,0.003912141,absent
21.2,25.2,0,444.5,0.003920204,absent
21.2,25.2,0,445,0.003920204,absent
21.2,25.2,0,451,0.003920204,absent
21.2,25.2,0,450,0.003920204,absent
21.2,25.2,0,444,0.003920204,absent
21.2,25.2,0,443,0.003920204,absent
21.2,25.1,0,438.5,0.00390455,absent
21.2,25.1,0,441,0.00390455,absent
21.2,25.1,0,444,0.00390455,absent
21.2,25.15,0,441.5,0.003912377,absent
21.2,25.1,0,441,0.00390455,absent
21.2,25.1,0,439.5,0.00390455,absent
21.2,25.1,0,441,0.00390455,absent
21.2,25.1,0,442,0.00390455,absent
21.2,25.1,0,441,0.00390455,absent
21.2,25.1,0,436,0.00390455,absent
21.2,25.1,0,442.5,0.00390455,absent
21.2,25.1,0,446,0.00390455,absent
21.2,25.1,0,443,0.00390455,absent
21.2,25.1,0,437.5,0.00390455,absent
21.2,25.1,0,440.5,0.00390455,absent
21.2,25.05,0,439.5,0.003896723,absent
21.2,25,0,443,0.003888897,absent
21.2,25,0,443,0.003888897,absent
21.2,25,0,438.5,0.003888897,absent
21.2,25,0,438,0.003888897,absent
21.2,25,0,442.3333333,0.003888897,absent
21.2,25,0,448,0.003888897,absent
21.2,25.1,0,447.5,0.00390455,absent
21.125,25.1,0,445.75,0.003886501,absent
21.1,25,0,439,0.003864945,absent
21.1,25.1,0,440,0.003880502,absent
21.1,25.1,0,441.5,0.003880502,absent
21.1,25.06666667,0,439,0.003875316,absent
21.1,25,0,439,0.003864945,absent
21.1,25.1,0,437.5,0.003880502,absent
21.05,25.05,0,437.5,0.003860772,absent
21.1,25.1,0,439.3333333,0.003880502,absent
21.1,25.1,0,443,0.003880502,absent
21,25,0,440.5,0.003841124,absent
21,25,0,442.3333333,0.003841124,absent
21,25,0,440.6666667,0.003841124,absent
21,25,0,440,0.003841124,absent
21,25,0,439,0.003841124,absent
21,25,0,442,0.003841124,absent
21,25,0,443.5,0.003841124,absent
21,25,0,445,0.003841124,absent
21,25,0,445,0.003841124,absent
21,25.05,0,442.5,0.003848854,absent
21,25.1,0,440,0.003856584,absent
21,25,0,439.5,0.003841124,absent
21,25,0,438.5,0.003841124,absent
21,25,0,435,0.003841124,absent
21,25,0,439.5,0.003841124,absent
21,25,0,440.5,0.003841124,absent
21,25,0,439.5,0.003841124,absent
21,25,0,441,0.003841124,absent
21,25,0,442,0.003841124,absent
21,25,0,445,0.003841124,absent
21,25,0,444,0.003841124,absent
21,25,0,445,0.003841124,absent
21,24.89,0,444,0.003824119,absent
21,24.89,0,443,0.003824119,absent
21,24.89,0,448,0.003824119,absent
21.05,24.945,0,443,0.003844489,absent
21.05,24.945,0,440,0.003844489,absent
21,24.89,0,440,0.003824119,absent
21.03333333,24.92666667,0,441,0.00383769,absent
21.05,24.945,0,440.5,0.003844489,absent
21.05,24.945,0,444.5,0.003844489,absent
21.1,25,0,446,0.003864945,absent
21.05,24.945,0,442.5,0.003844489,absent
21,24.89,0,439,0.003824119,absent
21.1,24.89,0,441,0.003847834,absent
21.1,24.89,0,438.3333333,0.003847834,absent
21.03333333,24.89,0,439.5,0.00383201,absent
21.075,24.9725,0,440.75,0.003854707,absent
21.03333333,24.92666667,0,437,0.00383769,absent
21.1,24.945,0,440.5,0.00385639,absent
21.1,24.9175,0,442.25,0.003852112,absent
21.1,24.89,0,435,0.003847834,absent
21.1,24.89,0,435.5,0.003847834,absent
21.1,24.89,0,432,0.003847834,absent
21.1,24.89,0,439.5,0.003847834,absent
21.05,24.84,0,442.5,0.003828207,absent
21.1,24.89,0,438.5,0.003847834,absent
21.05,24.84,0,435.5,0.003828207,absent
21.06666667,24.85666667,0,437.3333333,0.003834741,absent
21.1,24.89,0,437,0.003847834,absent
21.03333333,24.82333333,0,438,0.003821683,absent
21.025,24.84,0,435,0.003822295,absent
21,24.79,0,440,0.003808661,absent
21,24.82333333,0,441.3333333,0.003813814,absent
21,24.85666667,0,435,0.003818966,absent
21,24.89,0,432,0.003824119,absent
21,24.89,0,435.5,0.003824119,absent
21,24.89,0,444,0.003824119,absent
21,24.84,0,444.5,0.00381639,absent
21,24.89,0,446,0.003824119,absent
21,24.89,0,445,0.003824119,absent
21,24.89,0,438.3333333,0.003824119,absent
21,24.89,0,445.5,0.003824119,absent
21,24.89,0,439,0.003824119,absent
21,24.89,0,439,0.003824119,absent
20.945,24.89,0,439.5,0.003811131,absent
20.96333333,24.89,0,443.3333333,0.003815456,absent
20.89,24.89,0,443.5,0.003798181,absent
20.92666667,24.89,0,444,0.00380681,absent
21,24.89,0,447.5,0.003824119,absent
20.89,24.89,0,445.5,0.003798181,absent
20.89,24.89,0,443,0.003798181,absent
20.89,24.89,0,438,0.003798181,absent
20.89,24.89,0,428,0.003798181,absent
20.89,24.89,0,431,0.003798181,absent
20.89,24.89,0,441,0.003798181,absent
20.89,24.89,0,446,0.003798181,absent
20.89,24.89,0,447,0.003798181,absent
20.89,24.89,0,439,0.003798181,absent
20.89,24.89,0,438.3333333,0.003798181,absent
20.89,24.89,0,442,0.003798181,absent
20.92666667,24.79,0,443.3333333,0.003791422,absent
20.89,24.79,0,448,0.003782829,absent
20.89,24.79,0,444.5,0.003782829,absent
20.92666667,24.79,0,443.3333333,0.003791422,absent
20.945,24.79,0,445,0.003795725,absent
21,24.7,0,445,0.003794749,absent
21,24.7,0,443.5,0.003794749,absent
21,24.7,0,439,0.003794749,absent
21,24.7,0,441.5,0.003794749,absent
21,24.63333333,0,441.3333333,0.003784445,absent
21,24.6,0,441,0.003779293,absent
21,24.6,0,441,0.003779293,absent
21,24.6,0,440,0.003779293,absent
21,24.6,0,436,0.003779293,absent
21,24.6,0,444,0.003779293,absent
21,24.6,0,442,0.003779293,absent
21,24.6,0,443.6666667,0.003779293,absent
21,24.6,0,439.5,0.003779293,absent
21,24.56666667,0,439.3333333,0.003774141,absent
21,24.55,0,443.5,0.003771565,absent
21,24.5,0,445,0.003763837,absent
21,24.5,0,441.5,0.003763837,absent
21,24.5,0,445,0.003763837,absent
21,24.5,0,444.5,0.003763837,absent
21,24.5,0,443.6666667,0.003763837,absent
21,24.5,0,445.5,0.003763837,absent
21,24.445,0,445,0.003755336,absent
21,24.445,0,443.5,0.003755336,absent
21,24.39,0,447,0.003746836,absent
21,24.39,0,444,0.003746836,absent
21,24.5,0,442.5,0.003763837,absent
21,24.42666667,0,445,0.003752503,absent
21,24.5,0,444,0.003763837,absent
21,24.39,0,440,0.003746836,absent
21,24.39,0,445.5,0.003746836,absent
21,24.39,0,444.5,0.003746836,absent
21,24.39,0,442.5,0.003746836,absent
21,24.39,0,444,0.003746836,absent
21,24.39,0,442,0.003746836,absent
21,24.35666667,0,442.6666667,0.003741684,absent
21,24.29,0,439,0.003731382,absent
20.89,24.39,0,440,0.003721425,absent
20.945,24.39,0,440,0.003734112,absent
21,24.39,0,444,0.003746836,absent
20.89,24.39,0,439.5,0.003721425,absent
20.89,24.39,0,440,0.003721425,absent
20.89,24.39,0,440,0.003721425,absent
20.89,24.29,0,442,0.003706077,absent
20.89,24.34,0,445,0.003713751,absent
20.85666667,24.35666667,0,447,0.00370865,absent
20.89,24.39,0,446,0.003721425,absent
20.89,24.34,0,445,0.003713751,absent
20.89,24.39,0,445,0.003721425,absent
20.89,24.29,0,443,0.003706077,absent
20.89,24.29,0,442,0.003706077,absent
20.84,24.245,0,444,0.003687739,absent
20.89,24.39,0,443.5,0.003721425,absent
20.89,24.29,0,441,0.003706077,absent
20.85666667,24.26,0,441,0.003693843,absent
20.89,24.29,0,444,0.003706077,absent
20.89,24.29,0,445.5,0.003706077,absent
20.89,24.29,0,441,0.003706077,absent
20.89,24.29,0,445.3333333,0.003706077,absent
20.89,24.2,0,442,0.003692263,absent
20.89,24.29,0,442,0.003706077,absent
20.89,24.2,0,446.5,0.003692263,absent
20.85666667,24.16666667,0,444.3333333,0.003679548,absent
20.89,24.2,0,445.5,0.003692263,absent
20.89,24.2,0,441.5,0.003692263,absent
